uuid	domain	name	duration	label	text	k8	k32	k8_hi	p_estar	estar_frac	only_window	why
0db40947-f857-4cf5-8d6e-f261b874c833	Basketball	Bounce Pass	2.0	unsolvable	0.1994	0.204	0.3614	0.2818	0.4673	0.1	False	最好的窗只到 p_gt=0.47（<0.6），给了证据也解不了
0dcd6ce0-b2a8-4269-bf66-9b93dc80517e	Yo-yo	Gyroscopic Flop	7.007000000000001	unsolvable	0.1831	0.1998	0.2054		0.2241	0.2	False	最好的窗只到 p_gt=0.22（<0.6），给了证据也解不了
0dd384cc-145e-4f01-b46f-b5cb48c286c6	American Football	Power	11.0	unsolvable	0.2499	0.1809	0.141	0.1488	0.2426	0.1	False	最好的窗只到 p_gt=0.24（<0.6），给了证据也解不了
0dd7111a-1d67-42e1-9454-638daff76829	Ice Hockey	Slap Shot	10.477133333333333	already_solvable	0.6258	0.8786	0.7439	0.8782	None	None	False	粗观测 p_gt=0.88（N=0 对照）
0dee90ba-77eb-4fd7-9f27-0014403e7406	Bouldering	Dyno	3.32	borderline	0.3735	0.6907	0.6248	0.7222	0.7842	0.1	False	粗观测 0.69 → E* 窗 0.78，提升 +0.09 不足 0.25
0dfe0fc4-7de8-4796-a620-010546278653	Crochet	Popcorn Stitch	87.0	unsolvable	0.212	0.2536	0.3187	0.2974	0.3653	0.2	False	最好的窗只到 p_gt=0.37（<0.6），给了证据也解不了
0dfe8fc8-eadc-49b1-9135-2b09d7e52f65	Skateboarding	5-0 Grind	5.0	already_solvable	0.2924	0.7859	0.8162	0.7361	None	None	False	粗观测 p_gt=0.79（N=0 对照）
0dfece58-6e04-4707-9c07-340961e84760	Juggling	Columns	4.004	unsolvable	0.3184	0.3762	0.457	0.4104	0.357	0.1	False	最好的窗只到 p_gt=0.36（<0.6），给了证据也解不了
0e24417c-2912-4e99-bc19-fd19d3068936	Bouldering	Mantle	6.005999999999999	borderline	0.627	0.6562	0.7086	0.6985	0.6224	0.1	False	粗观测 0.66 → E* 窗 0.62，提升 -0.03 不足 0.25
0e307187-d789-43cc-9928-0016883e8b04	Knots	Canadian Jam Knot	55.0	unsolvable	0.314	0.4824	0.5081	0.5364	0.5033	0.2	False	最好的窗只到 p_gt=0.50（<0.6），给了证据也解不了
0e3f5230-e047-4e5b-890a-0744fb3635c4	American Football	Tackle for Loss	6.518105849582173	unsolvable	0.1562	0.1433	0.0965	0.0838	0.0756	0.1	False	最好的窗只到 p_gt=0.08（<0.6），给了证据也解不了
0e4dc67b-610d-409c-ab1e-30345dc0cd43	Cricket	Inswinger	4.0	unsolvable	0.2216	0.3249	0.2696	0.3156	0.4756	0.1	False	最好的窗只到 p_gt=0.48（<0.6），给了证据也解不了
0e52e9eb-9a46-4c35-ad9e-56e0834b5c4a	Skateboarding	Smith Grind	2.0020000000000002	unsolvable	0.3748	0.3418	0.2907	0.3248	0.322	0.2	False	最好的窗只到 p_gt=0.32（<0.6），给了证据也解不了
0e712c5d-4b5a-4d63-b93e-369036c3c121	Yo-yo	Man on Trapeze	17.017	unsolvable	0.1478	0.0322	0.0449	0.0221	0.0407	0.2	False	最好的窗只到 p_gt=0.04（<0.6），给了证据也解不了
0e7a5848-f720-4cea-97b7-ada475a89123	Coffee	Stirring	2.0020000000000002	borderline	0.4218	0.5091	0.4981	0.588	0.7514	0.1	False	粗观测 0.51 → E* 窗 0.75，提升 +0.24 不足 0.25
0e82b302-26b0-4643-8883-be0d196afd71	Knots	Manger Hitch	17.984651317984653	unsolvable	0.1374	0.0906	0.0905		0.0946	0.1	False	最好的窗只到 p_gt=0.09（<0.6），给了证据也解不了
0eab678d-88b1-445e-8387-4c84c8b7edb3	Pottery	Spiral Wedging	23.990633333333335	evidence_required	0.2426	0.3375	0.7119		0.8559	0.1	False	粗观测 0.34 → E* 窗 0.86（+0.52）；均匀 k32 也行(0.71)
0ebe5286-9e95-4527-9fac-62a0c0a7debf	Hand Sewing / Embroidery	Stem Stitch	19.019000000000002	unsolvable	0.399	0.4559	0.4045	0.4511	0.4916	0.1	False	最好的窗只到 p_gt=0.49（<0.6），给了证据也解不了
0ec14f75-e440-46ad-89b2-25650e45ef1f	Neurological Assessments	Head Impulse	17.0	already_solvable	0.2457	0.9552	0.8848	0.9697	None	None	False	粗观测 p_gt=0.96（N=0 对照）
0ed86ca0-f7a9-43bc-b028-efd472aafe08	Cricket	Carrom Ball	5.933333333333334	unsolvable	0.0587	0.0202	0.0165		0.0314	0.2	False	最好的窗只到 p_gt=0.03（<0.6），给了证据也解不了
0ee3b7b5-f404-4f3e-833a-1ea9142fdbdd	Neurological Assessments	Rapid Alternating Movements	7.0	unsolvable	0.2567	0.3146	0.2797	0.2989	0.4466	0.3	False	最好的窗只到 p_gt=0.45（<0.6），给了证据也解不了
0effd7a2-18f2-47ad-8d6e-874bac3e9680	Ballet	Fouetté	9.009	unsolvable	0.3861	0.4415	0.1897	0.3423	0.4659	0.1	False	最好的窗只到 p_gt=0.47（<0.6），给了证据也解不了
0f07f9d1-6b3a-450a-b515-bc1596e14b86	Cricket	Reverse Sweep	2.9863166666666667	borderline	0.3299	0.528	0.5738	0.5539	0.7386	0.1	False	粗观测 0.53 → E* 窗 0.74，提升 +0.21 不足 0.25
0f083f85-4ce0-4219-ac3e-1c3e99995d22	Spa Massage	Hara Massage	6.0	unsolvable	0.0566	0.4806	0.4256		0.5038	0.1	False	最好的窗只到 p_gt=0.50（<0.6），给了证据也解不了
0f0a7c87-df2f-49a5-9547-be600189b198	Knots	Trucker's Hitch	97.03026666666666	unsolvable	0.4421	0.3697	0.3299	0.409	0.4347	0.3	False	最好的窗只到 p_gt=0.43（<0.6），给了证据也解不了
0f1d2de2-21e1-4aa8-8f45-21b12bd0aade	Painting	Lifting	21.708333333333332	unsolvable	0.1658	0.0765	0.094	0.0894	0.1283	0.2	False	最好的窗只到 p_gt=0.13（<0.6），给了证据也解不了
0f361c25-434c-4383-af55-694e99baa8f2	Figure Skating	Rocker	1.2	unsolvable	0.2678	0.2078	0.215		0.3196	0.2	False	最好的窗只到 p_gt=0.32（<0.6），给了证据也解不了
0f525ce1-63f7-4cfe-a1c4-38f42b5933a9	Pottery	Trimming	0.23333333333333334	borderline	0.1564	0.5997	0.5997		0.6938	0.1	False	粗观测 0.60 → E* 窗 0.69，提升 +0.09 不足 0.25
0f542aeb-343f-4282-bb31-52c273d1a62a	Bartending	Twisting	3.7	already_solvable	0.0452	0.8981	0.7104		None	None	False	粗观测 p_gt=0.90（N=0 对照）
0f609375-f564-4959-b22d-85ad535f89c5	Ballet	Pas de Cheval	3.0	unsolvable	0.2232	0.0708	0.072	0.0528	0.0926	0.1	False	最好的窗只到 p_gt=0.09（<0.6），给了证据也解不了
0f6f2181-5965-4309-ace3-cf7f04d93e73	American Football	Field Goal	5.005	already_solvable	0.3895	0.8373	0.7909	0.848	None	None	False	粗观测 p_gt=0.84（N=0 对照）
0f6f5b09-bddc-4c12-bce8-25af337c061a	Hand Sewing / Embroidery	Flat-felled Seam	178.01116666666667	unsolvable	0.0084	0.3119	0.3393	0.4591	0.5642	0.2	False	最好的窗只到 p_gt=0.56（<0.6），给了证据也解不了
0f84a21c-4f8a-4f1a-8629-b5cbea475df0	Yo-yo	Double Trapeze	2.0020000000000002	unsolvable	0.3419	0.3325	0.3361	0.3905	0.1825	0.3	False	最好的窗只到 p_gt=0.18（<0.6），给了证据也解不了
0f88c049-c3cb-4fc8-9c48-4c53dd24c0db	Juggling	The Windmill	7.007000000000001	unsolvable	0.342	0.1472	0.1518	0.1392	0.1718	0.1	False	最好的窗只到 p_gt=0.17（<0.6），给了证据也解不了
0f9055f6-ac6b-46fe-9ad5-100eae9254da	American Football	Targeting	2.1062485373274047	unsolvable	0.1186	0.0866	0.0922		0.5042	0.3	False	最好的窗只到 p_gt=0.50（<0.6），给了证据也解不了
0f99b03a-20ee-40ea-9622-0354071ac3b3	Bartending	Jigger	4.003999789484764	already_solvable	0.3603	0.9971	0.9962	0.9965	None	None	False	粗观测 p_gt=1.00（N=0 对照）
0f9a2471-d68d-4eaf-9e4a-b342150bfb72	Tap Dance	Cramp Roll	2.1021	unsolvable	0.4142	0.2407	0.2437		0.3102	0.1	False	最好的窗只到 p_gt=0.31（<0.6），给了证据也解不了
0fa107e0-c99f-4a44-b680-ee21a3d89737	Break Dance	Elbow Freeze	4.0040000000000004	unsolvable	0.2046	0.1565	0.1295	0.1324	0.2717	0.2	False	最好的窗只到 p_gt=0.27（<0.6），给了证据也解不了
0fade254-7480-4d77-8533-48233242fb38	Bharatanatyam	Thattadavu 6	10.7	unsolvable	0.2187	0.1755	0.1875	0.1585	0.1676	0.2	False	最好的窗只到 p_gt=0.17（<0.6），给了证据也解不了
0fb7e399-e7ef-4aef-ae72-5877a90bc2bd	Hand Sewing / Embroidery	Lazy Daisy Stitch	17.0	unsolvable	0.4667	0.5388	0.6281	0.5985	0.5476	0.2	False	最好的窗只到 p_gt=0.55（<0.6），给了证据也解不了
0fc56c4e-27c7-40d8-abdb-1136acc0ba11	Crochet	Half Double Crochet	12.0	unsolvable	0.1401	0.4332	0.4001		0.4326	0.1	False	最好的窗只到 p_gt=0.43（<0.6），给了证据也解不了
0fcda87e-cf07-4a8a-9d86-40c9cd17353c	Cheerleading	Twist Basket Toss	4.0	borderline	0.3376	0.6407	0.6524	0.7334	0.7718	0.1	False	粗观测 0.64 → E* 窗 0.77，提升 +0.13 不足 0.25
0fd1272a-e9d4-4223-a1cf-fbb784a6a7fe	Bartending	Ice Carving / Ice Cutting	24.0073154044524	already_solvable	0.1941	0.9986	0.9986	0.9986	None	None	False	粗观测 p_gt=1.00（N=0 对照）
0fdfd61e-60d6-4d75-a5be-157258a7bc73	Cheerleading	Table Top	20.0	borderline	0.3678	0.5485	0.7623	0.6243	0.7905	0.1	False	粗观测 0.55 → E* 窗 0.79，提升 +0.24 不足 0.25
0fe62a49-21c3-4355-8328-a7f0c0f484fd	Figure Skating	Spiral	8.0	unsolvable	0.301	0.257	0.144	0.2256	0.3588	0.2	False	最好的窗只到 p_gt=0.36（<0.6），给了证据也解不了
0feb44cb-dfc1-464e-adb3-4b631f395ab4	Cricket	Inside Out Shot	5.0	unsolvable	0.1915	0.1921	0.1634	0.1428	0.2486	0.2	False	最好的窗只到 p_gt=0.25（<0.6），给了证据也解不了
101367e7-7417-4f5e-a201-a4ced7856415	Neurological Abnormalities	Infantile Spasm	3.003	unsolvable	0.3462	0.2818	0.2215	0.3097	0.3152	0.1	False	最好的窗只到 p_gt=0.32（<0.6），给了证据也解不了
10271d78-cd7a-4c90-8b01-a415837590b2	Neurological Assessments	Thumb Opposition	8.533333333333333	already_solvable	0.0711	0.724	0.7474	0.8897	None	None	False	粗观测 p_gt=0.72（N=0 对照）
103dbe49-1c97-4720-b1c0-5b4115ac62de	Basketball	Steal	2.9863165096573865	unsolvable	0.1726	0.2153	0.1782	0.2098	0.3904	0.3	False	最好的窗只到 p_gt=0.39（<0.6），给了证据也解不了
1042e924-0c5b-4bca-a2d0-44641928b19e	Cricket	On Drive	3.0	unsolvable	0.1494	0.2708	0.273	0.2479	0.3339	0.1	False	最好的窗只到 p_gt=0.33（<0.6），给了证据也解不了
104703f8-9492-4f7e-80bc-d38010523900	Juggling	Chops	2.4	unsolvable	0.1698	0.0273	0.0276	0.0426	0.0408	0.2	False	最好的窗只到 p_gt=0.04（<0.6），给了证据也解不了
104a55b0-a179-4069-8a73-2fab33275609	Yo-yo	Plastic Whip	6.8	unsolvable	0.2992	0.3146	0.3758		0.2688	0.2	False	最好的窗只到 p_gt=0.27（<0.6），给了证据也解不了
10782308-79d5-4719-86e7-ab6acf2ad8b6	Tennis	Lob	6.965291666666666	unsolvable	0.1806	0.1106	0.1617	0.2001	0.191	0.3	False	最好的窗只到 p_gt=0.19（<0.6），给了证据也解不了
1086c015-aacb-4b23-b5c1-9583973fe592	Break Dance	Flag Freeze	2.7027	unsolvable	0.315	0.326	0.3265	0.3643	0.4481	0.2	False	最好的窗只到 p_gt=0.45（<0.6），给了证据也解不了
109675a4-85dd-4155-ad97-509be4dfac9b	Break Dance	Zulu Spin	6.0	unsolvable	0.1525	0.1087	0.1351	0.1648	0.1527	0.2	False	最好的窗只到 p_gt=0.15（<0.6），给了证据也解不了
10a19c06-477b-46ba-969b-aa5b574e4d8e	Gym	Dip	6.006	unsolvable	0.1865	0.1606	0.3001	0.5272	0.5744	0.1	False	最好的窗只到 p_gt=0.57（<0.6），给了证据也解不了
10a6b562-87fd-424f-b3ca-395b689a8953	Cooking	Pureeing	14.7	already_solvable	0.2902	0.9914	0.9927		None	None	False	粗观测 p_gt=0.99（N=0 对照）
10a8f970-208b-4e11-95fb-f3644770f85c	Basketball	Charging	3.6	unsolvable	0.2283	0.3904	0.4494	0.4564	0.5917	0.1	False	最好的窗只到 p_gt=0.59（<0.6），给了证据也解不了
10ad4239-ddf2-443a-b22c-b3572c8ca7f1	Soccer	Shielding the Ball	2.9	unsolvable	0.3965	0.3958	0.4347		0.5197	0.1	False	最好的窗只到 p_gt=0.52（<0.6），给了证据也解不了
10b05210-4162-41c9-8336-f71b5be27c06	Tap Dance	Triple Time Step	6.8068	unsolvable	0.2876	0.4933	0.4257	0.4734	0.588	0.1	False	最好的窗只到 p_gt=0.59（<0.6），给了证据也解不了
10c74cd2-7828-443d-9fdb-7cc72002109d	Soccer	Maradona Spin	2.8361666666666663	unsolvable	0.0941	0.086	0.0932	0.0672	0.0928	0.2	False	最好的窗只到 p_gt=0.09（<0.6），给了证据也解不了
10dd8c9d-055f-4956-a939-19e7959fde0d	Hand Sewing / Embroidery	Cross Stitch	13.0	already_solvable	0.5203	0.7191	0.8251	0.8103	None	None	False	粗观测 p_gt=0.72（N=0 对照）
110be48e-fb08-4a62-a0fc-da71b33c9490	Figure Skating	Spiral	12.0	unsolvable	0.3089	0.086	0.0567		0.14	0.2	False	最好的窗只到 p_gt=0.14（<0.6），给了证据也解不了
111e0801-5ba0-4f9f-acae-b7ebdd9fbb9f	Skateboarding	Rock to Fakie	2.002	unsolvable	0.2991	0.0745	0.078	0.0829	0.089	0.2	False	最好的窗只到 p_gt=0.09（<0.6），给了证据也解不了
113b31e9-9206-4f8f-afa1-4d79df10d360	Basketball	Jump Shot	4.037370704037371	evidence_required	0.3221	0.6657	0.8521	0.7933	0.9623	0.1	False	粗观测 0.67 → E* 窗 0.96（+0.30）；均匀 k32 也行(0.85)、高分辨率也行(0.79)
11441916-5c1e-43d4-80ab-b158c08ec8bb	Neurological Abnormalities	Tonic Seizure	2.0	unsolvable	0.1308	0.1996	0.1683	0.3127	0.2525	0.1	False	最好的窗只到 p_gt=0.25（<0.6），给了证据也解不了
11467317-4fbe-4bf6-967a-cab8d9d80363	Ice Hockey	Tripping	3.9039	unsolvable	0.0604	0.2107	0.0991	0.2138	0.2487	0.3	False	最好的窗只到 p_gt=0.25（<0.6），给了证据也解不了
1149b09f-7051-408c-8c3b-23b59c42530c	Ice Hockey	Spearing	2.0	unsolvable	0.153	0.4021	0.4112		0.4848	0.1	False	最好的窗只到 p_gt=0.48（<0.6），给了证据也解不了
11637fa6-98e4-46fe-8caf-5286f30a2e1a	Cooking	Folding In / Folding	57.0	already_solvable	0.2872	0.9386	0.8433	0.8101	None	None	False	粗观测 p_gt=0.94（N=0 对照）
116953f5-1575-4a6d-81a1-61a7ab34d0d4	Ballet	Frappé	3.0	unsolvable	0.1481	0.1625	0.0799	0.138	0.167	0.1	False	最好的窗只到 p_gt=0.17（<0.6），给了证据也解不了
116e0bea-5ab4-4490-88c2-07d3a90710de	Skateboarding	5-0 Grind	1.1333333333333333	borderline	0.3429	0.5322	0.5338		0.6037	0.1	False	粗观测 0.53 → E* 窗 0.60，提升 +0.07 不足 0.25
116f16bc-565c-4be0-9103-1b3240c21d45	Gardening	Deadheading	8.0	already_solvable	0.4151	0.9971	0.9958	0.997	None	None	False	粗观测 p_gt=1.00（N=0 对照）
117abc05-c07e-46a4-8629-7c8aa2c9d677	American Football	Blocking Below the Waist	7.4074	unsolvable	0.203	0.1269	0.2628	0.1185	0.441	0.1	False	最好的窗只到 p_gt=0.44（<0.6），给了证据也解不了
118f5a6c-3805-475d-928e-e0a7678f9693	Pen Spinning	Charge Reverse	3.5	unsolvable	0.0813	0.092	0.0896	0.1016	0.1984	0.1	False	最好的窗只到 p_gt=0.20（<0.6），给了证据也解不了
11a68573-7c44-45a8-94cc-56f84fdd0fcd	Cricket	Yorker	6.6	unsolvable	0.3017	0.3646	0.4818	0.4395	0.5818	0.1	False	最好的窗只到 p_gt=0.58（<0.6），给了证据也解不了
11b7d5e3-6198-4093-aaf6-d2da56e16b6e	Salsa	Suzie Q	9.0	unsolvable	0.1855	0.2355	0.2462	0.2587	0.3094	0.3	False	最好的窗只到 p_gt=0.31（<0.6），给了证据也解不了
11ba70b5-4de5-4173-a42e-502e8691c008	Tattooing	Cross Shading	8.0	unsolvable	0.2316	0.4585	0.5057	0.4318	0.5538	0.2	False	最好的窗只到 p_gt=0.55（<0.6），给了证据也解不了
11bde17c-b339-4a0b-811c-b29a966ec4a1	Pen Spinning	Palm Spin	4.971633333333333	already_solvable	0.4709	0.8056	0.8261	0.8127	None	None	False	粗观测 p_gt=0.81（N=0 对照）
1c47ea6a-274d-450f-98bc-26260727428c	Coffee	Blooming	9.0	already_solvable	0.6219	0.9406	0.9151	0.9403	None	None	False	粗观测 p_gt=0.94（N=0 对照）
32f317ad-2804-4925-ad5e-c3d866f951ae	Calligraphy	Upstroke	4.2	borderline	0.3566	0.524	0.3793	0.5113	0.6392	0.1	False	粗观测 0.52 → E* 窗 0.64，提升 +0.12 不足 0.25
34bd7239-46e9-4769-8896-ae3a1d8847ac	Cooking	Brunoise Cut	10.969291666666665	borderline	0.2394	0.5303	0.5312	0.7357	0.7109	0.1	False	粗观测 0.53 → E* 窗 0.71，提升 +0.18 不足 0.25
5cc0e669-2cf7-4dbd-b991-128fad82b846	Crochet	Chain	11.011	unsolvable	0.3755	0.0934	0.11	0.1025	0.1093	0.1	False	最好的窗只到 p_gt=0.11（<0.6），给了证据也解不了
79b1d7d7-b0bb-42d8-a526-0eaa566e1abf	Crochet	Chain	9.009	unsolvable	0.32	0.3586	0.3525	0.3318	0.5159	0.2	False	最好的窗只到 p_gt=0.52（<0.6），给了证据也解不了
8c842293-6717-4988-a91c-6615251f2f66	Bartending	Shaking	2.0	text_shortcut	0.7131	0.9892	0.9911	0.9833	None	None	False	纯文本 p_gt=0.71，不看视频就能答
905ce3c1-63bf-455b-abc9-c1b61352f86e	Bartending	Shaking	4.004	text_shortcut	0.74	0.9867	0.9873	0.9959	None	None	False	纯文本 p_gt=0.74，不看视频就能答
d41f172a-d38a-4ba6-93fa-4311a3349111	Calligraphy	Upstroke	0.6	borderline	0.3433	0.5826	0.4139	0.6313	0.6021	0.1	False	粗观测 0.58 → E* 窗 0.60，提升 +0.02 不足 0.25
dffb7271-5fce-44f7-9e78-65489c59e518	Cooking	Brunoise Cut	6.006	unsolvable	0.2012	0.1664	0.1734	0.3385	0.2651	0.1	False	最好的窗只到 p_gt=0.27（<0.6），给了证据也解不了
f103252e-1db7-4fb2-b65d-4924c410a4fe	Coffee	Blooming	18.0	already_solvable	0.6083	0.9887	0.9692	0.9845	None	None	False	粗观测 p_gt=0.99（N=0 对照）
